Year,Country,Industry,AI_Startups,Job_Postings,Skill,Avg_Salary_USD,Tool,Popularity_Score,Investment_Million_USD,Growth_Rate_%
2022,Indonesia,Telecom,81,8422,NLP,141677,ChatGPT,56,685.9,21.46
2022,UK,Finance,247,9760,NLP,121564,Gemini,61,125.2,19.39
2023,UAE,Manufacturing,404,15050,Data Science,148814,Claude,86,754.4,28.34
2025,UK,Finance,116,9577,Python,68695,Bard,90,307.9,19.81
2020,USA,Manufacturing,162,13599,Data Science,137347,ChatGPT,53,447.3,15.69
2024,Norway,Retail,218,11973,Data Science,75211,TensorFlow,61,637.6,22.87
2025,South Africa,Telecom,192,18783,Cloud Computing,138203,TensorFlow,95,496.5,11.33
2025,France,Telecom,390,11543,AI Tools,100428,Gemini,100,930.4,14.66
2023,India,Finance,130,1808,NLP,85570,PyTorch,85,311.3,5.88
2023,Indonesia,Automotive,67,6372,Python,75462,PyTorch,74,417.8,27.54
2024,South Korea,Finance,384,1994,NLP,112513,PyTorch,92,51.8,5.06
2021,Australia,Healthcare,177,4896,NLP,115749,Gemini,92,283.5,19.63
2024,UAE,Manufacturing,481,4894,Python,71159,Claude,69,918.2,8.82
2022,UAE,Finance,136,2031,Data Science,139415,Gemini,92,339,12.18
2020,India,Education,184,19642,NLP,146094,Claude,87,736.5,26.08
2022,Sweden,Healthcare,150,6903,AI Tools,82723,ChatGPT,80,417.5,29.91
2023,South Korea,Automotive,474,2097,Cloud Computing,79967,ChatGPT,58,389.9,24.39
2025,Russia,Healthcare,161,2485,Machine Learning,82730,Bard,62,628.9,7.05
2020,Canada,IT,281,12709,Cloud Computing,94387,Gemini,93,176.8,14.17
2024,Norway,Healthcare,187,14476,AI Tools,117495,ChatGPT,61,352.8,13.29
2023,Turkey,Retail,380,5723,Python,87566,ChatGPT,85,329,16.59
2022,Mexico,Retail,141,1839,Cloud Computing,82394,Copilot,59,239.9,26.77
2022,India,Retail,184,6315,Cloud Computing,122147,TensorFlow,84,765.2,22.64
2020,Turkey,Finance,386,18412,NLP,85802,ChatGPT,89,553.3,24.33
2021,South Korea,Automotive,287,7234,Cloud Computing,134699,Gemini,72,545.8,22.22
2022,Netherlands,Manufacturing,264,3959,Cloud Computing,144368,Gemini,100,294.9,27.55
2024,Denmark,Automotive,486,19461,AI Tools,119382,PyTorch,56,648.4,26.11
2023,Canada,Telecom,143,18832,Data Science,101825,ChatGPT,60,992.5,23.53
2024,China,Manufacturing,436,11956,AI Tools,98949,TensorFlow,92,335.5,24.64
2023,Turkey,IT,426,18751,Cloud Computing,118788,Claude,95,313.1,25.17
2022,UK,Automotive,267,16699,AI Tools,140558,Bard,60,175.7,10.78
2021,Singapore,Telecom,273,7033,Python,67654,Copilot,63,61.5,29.59
2022,Denmark,Finance,54,5206,NLP,84918,PyTorch,54,681.8,5.22
2023,UK,Telecom,413,2910,Data Science,99806,Copilot,55,275,24.22
2025,UAE,Retail,222,17680,AI Tools,116571,Gemini,57,123.1,26.33
2022,India,Telecom,263,9804,AI Tools,144824,Bard,85,198.1,5.5
2020,Japan,Education,151,6010,Python,72848,TensorFlow,56,469.8,17.05
2022,Spain,Education,391,16374,NLP,68643,ChatGPT,55,972.6,13.3
2023,Denmark,Healthcare,429,17320,Python,110264,ChatGPT,88,835.2,5.58
2021,South Korea,Education,257,11536,Machine Learning,72543,TensorFlow,62,357.5,8.92
2023,Germany,Telecom,189,13828,AI Tools,74228,Bard,63,120.3,26.05
2023,USA,Manufacturing,469,14086,AI Tools,115473,Bard,70,724.1,25.12
2023,Germany,Retail,468,7143,Python,100431,TensorFlow,69,725.6,20.42
2021,Indonesia,Manufacturing,86,12346,Data Science,70760,Claude,96,555.5,13.45
2025,Switzerland,Telecom,290,16979,AI Tools,138459,ChatGPT,56,334.6,28.82
2021,UAE,IT,362,8645,Python,86584,PyTorch,78,839,11.86
2024,Singapore,Retail,163,8144,Cloud Computing,140112,Bard,82,274.1,16.58
2024,Germany,Retail,188,10338,Cloud Computing,107454,Bard,96,916,18.17
2022,Germany,Retail,230,2897,AI Tools,71830,PyTorch,80,270.1,22.39
2022,Germany,Retail,308,4071,Cloud Computing,139944,Copilot,93,149.3,17.45
2023,Sweden,IT,321,5877,AI Tools,92279,ChatGPT,68,447.2,22.36
2020,India,Automotive,132,17651,NLP,121978,Gemini,57,71.4,8.55
2022,Japan,IT,424,5301,Python,147323,Gemini,64,806.8,28.35
2023,Germany,Manufacturing,181,7468,AI Tools,139985,Copilot,63,136.4,18.63
2022,Finland,Retail,148,15988,Machine Learning,64862,Bard,72,150.2,8.35
2025,India,Manufacturing,247,17642,Data Science,127125,Gemini,72,689,6.14
2022,Israel,Education,411,6590,Python,85538,TensorFlow,74,526.4,5.03
2024,Norway,Retail,72,9689,AI Tools,97284,TensorFlow,79,887.5,8.03
2025,Russia,Education,72,14009,Python,131947,TensorFlow,84,200.6,14.43
2024,USA,Healthcare,400,2277,Machine Learning,89156,Gemini,81,646.5,20.49
2024,UK,Healthcare,408,11830,AI Tools,139004,ChatGPT,69,553.8,5.78
2022,Indonesia,Finance,76,4330,NLP,75847,PyTorch,93,114.3,15.03
2023,Turkey,Retail,86,13307,Cloud Computing,143579,PyTorch,67,609.8,6.81
2020,Japan,Healthcare,186,8369,Python,133100,ChatGPT,57,438,5.49
2020,Spain,Education,57,14029,NLP,140106,Bard,50,444.6,10.04
2021,India,Finance,118,2202,AI Tools,122087,ChatGPT,74,302.7,23.2
2025,Netherlands,Healthcare,275,11683,Python,130944,Claude,69,481.3,13.42
2020,Turkey,Education,168,13802,Cloud Computing,142502,Copilot,100,842.9,13.58
2020,Spain,Telecom,263,6205,Cloud Computing,129872,ChatGPT,84,296.3,12.38
2021,China,Education,451,17988,NLP,131002,Claude,86,148.7,23.88
2023,UK,Education,380,6859,Machine Learning,76947,ChatGPT,72,199.2,26.15
2023,Japan,Retail,231,7215,Data Science,127549,ChatGPT,78,729.5,27.24
2021,China,Telecom,333,9547,Python,107886,Gemini,95,356.7,9.99
2024,USA,Automotive,299,13089,Machine Learning,129483,Bard,67,691.2,17.59
2024,India,Education,370,19872,Machine Learning,146576,Claude,55,510,17.58
2021,South Korea,Automotive,71,9129,Machine Learning,149326,TensorFlow,79,216.9,15.61
2021,Spain,IT,187,1812,Machine Learning,66561,Claude,61,951.8,19.23
2024,UK,Education,169,7514,Python,113858,Copilot,63,238.3,7.11
2021,India,Education,455,7515,Machine Learning,92370,Copilot,55,623.5,20.03
2023,Norway,Manufacturing,289,1364,Data Science,78242,ChatGPT,51,847,10.02
2022,Canada,Automotive,345,2524,AI Tools,148188,TensorFlow,55,686.9,16.01
2022,Japan,Automotive,409,7792,AI Tools,109890,Claude,78,531.5,19.81
2022,Sweden,IT,97,11546,Data Science,60688,ChatGPT,54,285,7.67
2022,Brazil,Education,438,12356,Data Science,101246,PyTorch,72,165.3,9.09
2024,Germany,IT,453,5543,Data Science,121798,Gemini,92,621,27.34
2023,Italy,Manufacturing,440,6855,Python,96421,TensorFlow,70,227.4,11.81
2024,Finland,Retail,151,12587,Machine Learning,146314,Bard,89,906.1,8.65
2022,South Korea,Healthcare,324,1544,Cloud Computing,94086,TensorFlow,64,247.6,14.79
2025,China,Education,490,16280,Machine Learning,81804,Bard,50,572.5,17.14
2020,USA,Automotive,443,10743,Cloud Computing,114937,Copilot,91,369,28.06
2023,Netherlands,Automotive,178,17064,Cloud Computing,107914,TensorFlow,63,802.4,8.04
2025,South Korea,Education,289,4231,Machine Learning,127099,TensorFlow,96,663.8,16.45
2020,Switzerland,Telecom,352,12541,Python,139880,Gemini,59,144.9,15.49
2020,UK,Automotive,216,17766,AI Tools,145776,Bard,71,271.7,14.85
2023,Canada,Automotive,487,2013,Machine Learning,141937,ChatGPT,91,826.7,10.54
2024,South Korea,Education,498,1322,Machine Learning,126616,Claude,71,706.1,28.96
2022,Italy,Healthcare,206,14077,NLP,64202,PyTorch,52,845,10.31
2024,UK,Telecom,291,12623,Machine Learning,129432,Copilot,96,779.1,14.66
2024,Russia,Manufacturing,449,1570,AI Tools,94472,Copilot,81,167.2,21.27
2021,Japan,Education,482,14762,Cloud Computing,115473,Gemini,62,754.2,15.76
2023,Finland,Education,74,15412,Machine Learning,60766,PyTorch,66,962.1,12.91
2020,UAE,Retail,227,9542,AI Tools,145494,TensorFlow,66,805.4,16.43
2022,Switzerland,Telecom,313,10505,Data Science,122794,Bard,78,850.6,16.18
2021,UK,Automotive,143,15195,Python,129875,ChatGPT,83,168.3,28.78
2022,Mexico,Retail,326,3429,AI Tools,82646,Bard,55,693.7,9.74
2024,France,Education,420,10070,Python,103753,Copilot,57,943.6,17.17
2023,UAE,Telecom,401,7012,Cloud Computing,109923,Bard,88,165,16.91
2025,Israel,Finance,471,5478,NLP,146298,ChatGPT,64,238.1,21.78
2024,Mexico,Manufacturing,211,12515,AI Tools,62605,TensorFlow,64,294.3,20.51
2022,Spain,Retail,122,12077,Cloud Computing,85738,Gemini,92,543.2,29.28
2025,Denmark,Education,224,16593,Data Science,88256,Gemini,61,514.3,25.3
2020,Spain,Telecom,65,7056,AI Tools,78396,Copilot,80,885.8,16.66
2024,UK,Telecom,82,18676,Python,138870,ChatGPT,77,407,18.58
2020,Indonesia,Manufacturing,350,11611,AI Tools,74393,ChatGPT,76,517.8,15.27
2021,Indonesia,Education,238,18705,Cloud Computing,104104,Bard,68,902,16.45
2025,Norway,Finance,240,5692,Python,93432,TensorFlow,73,131.2,5.28
2020,Spain,Manufacturing,371,5061,Python,147450,Copilot,93,687.7,9.2
2020,South Africa,Retail,130,17899,Python,70235,PyTorch,92,214.3,28.38
2021,Finland,Telecom,383,2631,Cloud Computing,102133,ChatGPT,65,714.9,18.24
2022,Indonesia,Education,350,19956,NLP,129412,ChatGPT,91,253.4,17.82
2020,Norway,IT,333,13985,Cloud Computing,102256,Claude,53,863.1,29.82
2020,Norway,Automotive,499,9210,Machine Learning,146919,PyTorch,75,331,10.14
2024,Canada,Manufacturing,185,8383,AI Tools,98812,TensorFlow,71,60.6,18.23
2025,South Korea,Manufacturing,478,8502,Machine Learning,67023,Copilot,95,842.1,25.69
2022,Japan,Healthcare,282,3357,AI Tools,79404,Bard,93,321.9,20.65
2021,Israel,IT,366,1413,AI Tools,141304,Gemini,97,224.6,16.44
2023,India,Manufacturing,230,18482,Data Science,97414,ChatGPT,73,333.3,17.1
2023,Mexico,Healthcare,241,3610,NLP,144625,Claude,91,167.8,20.01
2024,Netherlands,Healthcare,409,6619,Machine Learning,71011,Bard,91,820.5,8.48
2021,Norway,Manufacturing,380,8095,Data Science,105987,Gemini,77,569.3,22.32
2021,France,Automotive,476,4746,Machine Learning,148401,PyTorch,70,372.8,13.85
2025,Germany,Finance,64,11302,Cloud Computing,92973,Copilot,94,339.3,15.22
2020,Brazil,Retail,366,1951,Data Science,101516,Copilot,98,864.1,9.07
2025,France,Healthcare,99,8214,AI Tools,126289,Gemini,71,976.6,27.17
2020,Australia,Telecom,369,14903,Data Science,63509,PyTorch,81,470.3,11.91
2020,Norway,Retail,337,17098,Data Science,123333,ChatGPT,54,226.2,14.22
2022,Japan,Telecom,393,1021,Python,95711,ChatGPT,84,223.6,11.98
2025,South Korea,Automotive,213,7776,AI Tools,70351,TensorFlow,100,533,27.52
2025,Spain,Healthcare,128,5837,Python,60049,ChatGPT,70,584.6,20.51
2022,Brazil,Finance,107,8358,Data Science,136801,Gemini,92,273,12.67
2020,UK,Finance,261,13955,Python,91621,Gemini,75,500.1,19.3
2023,Mexico,Education,407,15515,Cloud Computing,107951,Gemini,58,51,7.93
2022,France,Manufacturing,209,14273,NLP,101203,PyTorch,95,900.9,28.89
2021,Japan,Manufacturing,244,3218,Data Science,126212,Gemini,93,452.9,14.17
2021,Mexico,Manufacturing,265,8745,AI Tools,147811,Copilot,91,774.6,17.87
2023,India,Telecom,386,13674,Machine Learning,113164,Gemini,100,518.6,12.92
2024,Singapore,IT,309,4271,AI Tools,138658,PyTorch,68,503.3,22.88
2020,UK,Telecom,326,11127,NLP,61164,Bard,65,823.1,29.69
2022,Brazil,Telecom,465,1373,Cloud Computing,113973,PyTorch,50,932.7,22.25
2023,South Korea,Retail,208,18727,Machine Learning,135068,Claude,53,613.8,8
2021,USA,Education,357,19910,Data Science,92786,TensorFlow,65,351.5,13.52
2025,South Korea,IT,330,1258,Cloud Computing,138651,ChatGPT,72,305.4,6.34
2023,France,IT,301,19260,AI Tools,93544,TensorFlow,72,642.6,26.89
2021,Turkey,Automotive,149,2294,Python,149411,Copilot,58,143.5,19.66
2022,India,Manufacturing,59,10966,Machine Learning,63666,Copilot,84,723.2,20.66
2023,Singapore,IT,450,14772,NLP,114280,PyTorch,61,71,9.48
2021,Netherlands,Education,479,1434,NLP,100883,ChatGPT,81,316.1,23.81
2024,Canada,Healthcare,133,9637,Cloud Computing,89182,Bard,80,738,11.14
2022,Germany,Automotive,286,17302,AI Tools,127012,PyTorch,91,700,11.93
2021,Finland,IT,459,19031,NLP,98279,TensorFlow,75,697.6,16.02
2020,Spain,Telecom,399,17529,NLP,99451,PyTorch,55,865.7,13.49
2021,Italy,Automotive,481,1324,Cloud Computing,148101,Copilot,100,567.5,27.93
2022,Australia,Finance,460,18559,AI Tools,136774,Gemini,97,50.8,19.57
2020,Brazil,IT,242,4180,Python,130496,Bard,68,863.6,9.58
2021,Netherlands,Telecom,482,15944,Python,145604,Bard,72,472.7,9.89
2022,Mexico,Finance,492,4618,Machine Learning,77146,ChatGPT,93,87.9,19.09
2020,Spain,IT,122,17059,Machine Learning,145039,ChatGPT,53,352.4,14.21
2023,Israel,Healthcare,427,11064,Data Science,137316,Copilot,91,134.7,20.73
2020,Switzerland,Education,104,2111,Cloud Computing,91171,ChatGPT,87,906.9,13.3
2020,Germany,Healthcare,59,19043,Python,88808,PyTorch,85,312.6,7.67
2021,USA,Manufacturing,206,8630,Data Science,145504,Gemini,61,891.1,23.88
2022,USA,Manufacturing,456,5112,AI Tools,138767,Copilot,91,301.7,18.22
2025,UK,Manufacturing,306,14827,Cloud Computing,94220,Bard,56,680.3,18.64
2021,Spain,Automotive,114,16434,NLP,133789,Copilot,58,672.8,18.21
2023,Indonesia,Automotive,260,18414,Cloud Computing,109373,Gemini,87,264.6,17.75
2025,Turkey,Telecom,418,1495,AI Tools,65600,Bard,85,312.3,15.83
2022,Canada,Retail,226,14981,Cloud Computing,136255,ChatGPT,90,306.1,17.05
2024,Mexico,Retail,361,13289,Python,64647,Gemini,57,559.6,29.7
2025,Japan,Telecom,347,17927,Data Science,124984,ChatGPT,69,104.8,5.75
2024,Finland,IT,280,8043,Machine Learning,117060,Claude,57,666.4,5.14
2020,Turkey,Manufacturing,219,11426,Machine Learning,102768,PyTorch,87,676.6,16.81
2025,China,Finance,299,12089,Machine Learning,140693,Bard,58,820.4,6.14
2025,Germany,Finance,483,10626,Python,146163,Copilot,51,956.7,5.87
2020,Singapore,Automotive,200,5409,NLP,74799,Bard,72,646.4,11.36
2025,India,Automotive,370,17772,AI Tools,91506,ChatGPT,67,105.3,24.89
2021,Germany,Manufacturing,494,2318,NLP,113337,Copilot,79,922.1,9.75
2024,France,IT,205,13129,Data Science,116390,Claude,91,359.4,28.49
2020,Finland,Automotive,106,11950,Python,125753,Bard,84,79.7,14.25
2021,UK,Retail,154,10291,Machine Learning,116247,ChatGPT,56,830.6,18.79
2025,France,Telecom,243,12256,Cloud Computing,89667,Claude,76,568,27.76
2025,UAE,Manufacturing,50,10612,AI Tools,94009,Bard,96,264.6,26.8
2021,Germany,IT,293,14391,Machine Learning,140514,PyTorch,90,772.6,19.25
2024,Mexico,Telecom,234,2104,Python,126279,PyTorch,61,69.3,18.14
2023,France,Finance,163,8626,Python,77397,ChatGPT,78,552.6,22.47
2023,Denmark,IT,421,16445,Cloud Computing,128603,Copilot,96,233.2,11.24
2024,Spain,Manufacturing,181,6157,Python,117757,Bard,93,886.1,27.42
2023,Norway,Retail,308,16434,Cloud Computing,119706,TensorFlow,83,376.7,24.98
2024,Russia,Retail,467,8140,Machine Learning,138041,ChatGPT,65,356.4,11.89
2020,Turkey,Retail,375,19623,NLP,71085,TensorFlow,50,973,25.77
2025,UK,IT,436,18517,Python,143576,Gemini,96,106.2,19.59
2024,India,Telecom,80,16925,NLP,85423,Bard,71,583.3,26.39
2025,France,Manufacturing,207,15841,NLP,81457,Copilot,50,260.6,6.19
2020,Finland,Retail,480,2642,Data Science,69397,ChatGPT,60,696.5,16.84
2022,Australia,Automotive,500,9867,Python,87339,TensorFlow,88,946.1,22.79
2020,Japan,Automotive,388,16521,AI Tools,108084,TensorFlow,71,495.8,6.35
2020,Netherlands,IT,111,12398,Python,104170,TensorFlow,50,475.7,10.97
2022,Spain,Telecom,433,9900,Python,67760,ChatGPT,64,836.4,12.62
2022,UK,Healthcare,226,12098,AI Tools,129934,PyTorch,61,184.8,26.77
2023,Mexico,Education,391,19946,Python,89434,Gemini,98,412.8,18.62
2024,Canada,Finance,269,9111,Python,87563,Bard,75,110.1,14.57
2020,UAE,Education,117,10548,Machine Learning,62108,TensorFlow,57,153.1,5.69
2023,Brazil,Finance,144,11878,NLP,81952,PyTorch,78,203.1,8.06
2021,Finland,Automotive,486,11683,AI Tools,107179,Copilot,55,463.2,17.5
2022,USA,Telecom,292,14784,Python,111060,Claude,93,888.3,7
2023,France,IT,405,11313,NLP,124012,PyTorch,76,781.3,6.31
2022,Russia,Education,259,6138,Python,147145,PyTorch,94,114.3,28.39
2023,Russia,Healthcare,390,14173,Data Science,116844,ChatGPT,68,785.8,22.72
2025,Israel,Retail,397,14051,NLP,77760,Claude,89,169.7,12.44
2023,Canada,Healthcare,226,13338,Python,101379,Claude,92,741.7,13.54
2025,Switzerland,IT,399,16070,Python,138250,Copilot,79,153.9,25.7
2024,Canada,Telecom,228,13764,Data Science,140639,Gemini,85,251.9,7.41
2022,Sweden,Retail,52,2474,Python,82352,Copilot,53,496.3,13.14
2020,Sweden,Healthcare,428,12830,Cloud Computing,91059,Claude,51,677.4,13.99
2024,Canada,Telecom,383,13259,Cloud Computing,149839,Gemini,75,568.1,21.51
2024,USA,Telecom,424,6697,NLP,101325,Copilot,65,667.6,12.21
2022,Singapore,Manufacturing,466,4916,NLP,139489,TensorFlow,52,55.2,15.63
2024,France,Manufacturing,265,2782,Machine Learning,97120,Gemini,54,455,11.9
2023,Netherlands,Automotive,469,16471,Python,93808,ChatGPT,68,893.5,7.87
2025,Japan,Automotive,477,7108,Cloud Computing,127807,Claude,50,653.6,10.67
2025,China,Automotive,318,19893,Python,96567,Claude,99,352.4,7.36
2022,Russia,IT,286,12530,Data Science,75566,Bard,56,944.6,20.32
2025,Canada,IT,93,9317,Cloud Computing,66669,ChatGPT,74,373.8,7.29
2025,Denmark,Education,472,15483,AI Tools,122371,Gemini,54,878.9,22.64
2021,Finland,IT,81,7143,Cloud Computing,86919,Claude,77,367.5,14.54
2024,Brazil,Manufacturing,368,5609,Cloud Computing,101210,Claude,56,247.9,22.9
2021,China,Automotive,378,1569,NLP,125447,Gemini,81,298.3,7.9
2024,Australia,Automotive,139,7692,Cloud Computing,147098,Claude,74,243.4,19.24
2025,Netherlands,Manufacturing,457,7421,Data Science,140131,PyTorch,76,70.9,28.06
2025,Italy,IT,266,1952,Machine Learning,70768,Claude,84,595.1,11.31
2024,Finland,Healthcare,483,2055,NLP,90307,PyTorch,82,984.2,23.55
2024,Denmark,IT,189,14806,NLP,126433,Claude,50,889.6,6.05
2022,Israel,Retail,355,4967,NLP,89046,ChatGPT,72,900.6,21.82
2020,UAE,Automotive,359,7406,Cloud Computing,143213,Claude,92,286,13.99
2022,France,Automotive,444,4197,Data Science,105847,Copilot,79,824.6,21.21
2022,Russia,Finance,446,1126,Machine Learning,69187,PyTorch,75,788.9,27.19
2021,Germany,Automotive,324,17856,AI Tools,124663,ChatGPT,99,155.6,25.8
2025,Singapore,Telecom,89,5646,Machine Learning,88307,Copilot,54,979.1,28.75
2022,Israel,Healthcare,495,10464,Cloud Computing,134802,Bard,74,201.6,6.84
2023,Israel,Automotive,499,14052,Machine Learning,149164,Bard,62,242.8,21.62
2022,South Africa,Retail,419,14627,Data Science,138463,PyTorch,93,739,28.13
2024,Switzerland,Education,286,11594,NLP,124093,Claude,68,433.5,6.12
2024,Sweden,Manufacturing,78,19956,Data Science,76690,PyTorch,71,639.4,17.56
2021,South Africa,Manufacturing,450,1578,Machine Learning,70249,Bard,51,134.4,28.72
2022,USA,IT,159,8352,Machine Learning,133196,Claude,98,536.1,6.23
2025,Turkey,Healthcare,403,19103,NLP,131499,TensorFlow,60,172.8,24.91
2021,Spain,Education,71,3909,Machine Learning,82344,TensorFlow,60,379.1,12.59
2022,Finland,Education,319,12332,Python,89010,Bard,72,513.1,12.53
2022,Canada,Finance,414,17402,AI Tools,142667,Copilot,66,448.9,28.08
2025,Italy,Manufacturing,354,10461,Cloud Computing,88487,Gemini,76,883.1,5.17
2022,Finland,Telecom,271,17623,Cloud Computing,101470,Copilot,71,129.2,25.5
2020,UAE,Finance,80,15894,Data Science,104571,TensorFlow,57,577.1,5.59
2022,UAE,IT,185,14089,Machine Learning,136103,Bard,88,502.4,21.84
2022,Canada,Finance,328,6722,Cloud Computing,71756,Bard,97,840.8,22.33
2024,Australia,Automotive,455,10192,NLP,138457,PyTorch,83,450.4,19.08
2022,India,Finance,369,16600,Machine Learning,93947,TensorFlow,98,638.4,26.49
2024,South Africa,Automotive,134,19399,Machine Learning,63798,Bard,51,308.1,28.01
2024,UAE,Healthcare,452,4111,Machine Learning,101001,ChatGPT,64,248.1,16.19
2022,Indonesia,Telecom,325,4936,AI Tools,60828,ChatGPT,56,190.3,27.24
2025,Norway,Healthcare,181,3291,Machine Learning,105701,TensorFlow,59,272.1,20.83
2022,Japan,Manufacturing,418,7504,NLP,122706,Copilot,64,200,20.16
2023,Italy,Healthcare,378,2325,Data Science,127980,PyTorch,71,787,19.1
2025,Turkey,Manufacturing,260,3041,NLP,82051,Copilot,74,332.3,10.26
2024,China,Finance,446,16811,Python,131073,TensorFlow,55,275.8,11.97
2020,France,Finance,57,16801,Data Science,71004,Bard,56,767.6,10.5
2025,Singapore,Automotive,354,10294,Cloud Computing,133645,Gemini,70,840.8,22.22
2023,UAE,IT,89,7261,AI Tools,119583,ChatGPT,65,776,7.51
2025,USA,Automotive,289,6242,Python,136913,Gemini,99,942.9,20.13
2025,Spain,Manufacturing,315,19982,NLP,66731,TensorFlow,91,83.9,20.6
2022,Russia,Automotive,83,10045,Python,86373,Bard,50,589.8,11.44
2025,Indonesia,IT,182,7453,Data Science,130447,PyTorch,64,801.2,10.6
2022,Switzerland,Healthcare,130,16837,Machine Learning,77678,Claude,89,416.1,13.51
2023,South Korea,Finance,120,19768,Cloud Computing,145842,Gemini,54,443.4,10.8
2020,India,Manufacturing,157,1117,Python,82614,ChatGPT,82,667.3,19.37
2025,Mexico,IT,344,14453,NLP,122618,TensorFlow,98,713.6,26.77
2023,Canada,Retail,100,11404,Machine Learning,63327,Bard,54,539.7,22.33
2023,Indonesia,Retail,80,8983,Python,135641,Claude,98,853.9,16.07
2022,Turkey,Retail,465,19470,AI Tools,145328,Copilot,93,295.2,21.33
2021,South Africa,Healthcare,291,11124,Cloud Computing,130246,Claude,88,977.1,18.38
2023,Canada,IT,332,8898,Python,130028,TensorFlow,86,637.1,11.28
2024,Italy,Healthcare,142,18787,AI Tools,97975,Bard,50,821.3,27.49
2023,Singapore,IT,469,3566,AI Tools,60324,TensorFlow,64,791.4,7.87
2024,India,Manufacturing,212,10852,NLP,118259,Claude,77,144.1,24.98
2020,Indonesia,IT,452,18609,Cloud Computing,136041,Bard,85,717.1,23.37
2022,China,IT,284,11338,NLP,117193,Copilot,66,244.6,17.66
2022,Australia,Retail,150,2606,Data Science,121217,Claude,52,971.4,9.92
2023,China,Education,201,7396,Data Science,128359,TensorFlow,62,94.6,20.54
2025,Australia,Education,442,8138,Cloud Computing,74095,Gemini,62,820.5,19.09
2024,Mexico,Healthcare,249,16110,Data Science,69739,Bard,81,803.9,13.11
2023,UAE,Telecom,268,18929,NLP,112750,Copilot,71,854.4,22.39
2025,Spain,Education,426,4258,AI Tools,68908,Gemini,67,663.3,28.04
2022,Australia,Manufacturing,98,14855,Python,89578,Gemini,98,188.6,8.53
2025,Netherlands,Retail,99,13948,AI Tools,86881,TensorFlow,63,139.2,29.1
2025,Switzerland,Automotive,364,7751,Python,61348,TensorFlow,58,501.1,29.09
2024,USA,Finance,486,12869,Python,94492,PyTorch,96,221.3,6.13
2023,Italy,Automotive,407,13478,Data Science,138122,TensorFlow,71,590.4,7.53
2025,Italy,Finance,345,12485,Machine Learning,132679,ChatGPT,67,437.7,22.85
2024,France,Manufacturing,223,12382,AI Tools,104461,Copilot,86,280.2,27.18
2025,Indonesia,Healthcare,247,18777,Machine Learning,69579,Gemini,63,966.6,18.1
2024,Israel,IT,287,1589,Machine Learning,147266,Bard,52,693.5,21.14
2024,Sweden,Telecom,122,5821,Cloud Computing,74089,Claude,80,410.9,10.31
2024,Turkey,Finance,278,14554,Cloud Computing,68668,Claude,90,965,11.65
2024,USA,Telecom,139,5811,Python,121851,TensorFlow,73,747.3,6.24
2022,Spain,Telecom,472,16530,NLP,85456,Gemini,99,513.2,18.1
2022,Turkey,Automotive,279,11552,Data Science,141316,TensorFlow,99,589.5,29.27
2022,Indonesia,Automotive,161,1539,Machine Learning,95644,Copilot,50,302.5,27.26
2021,Australia,IT,189,4688,Python,130961,Bard,80,607,26.22
2022,Switzerland,Retail,336,2433,Python,100008,Gemini,96,542,15.32
2023,Sweden,Healthcare,414,12121,AI Tools,114222,Bard,63,724.7,8.28
2020,Denmark,IT,420,19791,AI Tools,68398,Copilot,87,686.1,5.48
2022,Israel,Education,370,4248,Machine Learning,123772,Claude,83,760.4,13.27
2024,Australia,Retail,428,12485,NLP,70495,Copilot,67,691.7,14.59
2024,Italy,Education,167,3304,Data Science,64206,PyTorch,64,552.8,26
2025,Finland,Manufacturing,375,19318,AI Tools,94649,Bard,86,455,15.95
2020,Germany,Finance,278,15295,Machine Learning,131589,ChatGPT,61,622.6,7.22
2020,Indonesia,Healthcare,278,19299,NLP,120632,Claude,85,466.7,10.44
2021,USA,Finance,374,19987,NLP,142456,Bard,63,365.9,28.02
2022,India,Manufacturing,151,1889,NLP,114713,Bard,67,74,11.62
2025,Finland,IT,487,19754,AI Tools,76970,Gemini,88,215.5,22.5
2023,Sweden,Finance,352,1330,AI Tools,82170,ChatGPT,70,315,14.46
2023,Norway,Telecom,218,8455,AI Tools,134109,Bard,82,116.1,22.53
2021,UK,Finance,116,8596,Python,75155,Claude,97,624.9,14.82
2020,Germany,Telecom,345,15832,NLP,115160,TensorFlow,78,693.7,12.29
2023,India,Telecom,135,6116,Cloud Computing,74231,ChatGPT,85,268.1,28
2022,Brazil,Education,308,17724,NLP,122843,PyTorch,52,164,13.94
2023,Sweden,Automotive,498,18029,AI Tools,88152,ChatGPT,61,460.4,26.61
2020,Brazil,Telecom,321,3235,NLP,122412,Copilot,69,735.5,20.79
2020,Turkey,Finance,334,15027,Machine Learning,65448,Claude,62,719.7,24
2020,Canada,Education,76,4704,Cloud Computing,100858,Claude,55,573.3,14.03
2021,Netherlands,Telecom,366,8755,Cloud Computing,69291,Bard,68,702,20.67
2020,Mexico,IT,233,3088,Data Science,131431,ChatGPT,51,402.2,15.23
2024,Mexico,Manufacturing,216,4076,Machine Learning,88357,TensorFlow,85,974.3,7.53
2022,China,Healthcare,146,18535,Data Science,103745,TensorFlow,83,977.9,8.25
2023,South Africa,Manufacturing,143,4907,Cloud Computing,141468,Bard,61,157,13.63
2021,Brazil,Manufacturing,60,15554,NLP,66818,Gemini,94,526.8,21.6
